	Sentence	Level
492	Not only has the cost improved, but also the value for money. 	C
493	That night Kevin did not sleep; nor did Kristin. 	C
494	They do not have any hobbies, nor do they have friends or relatives 	C
495	Her diary was never found, nor was Juliette. 	C
496	I should never have agreed to meet him, after all I didn't know the man nor did I understand what he was talking about, but he really said my friend Peter was in danger, that's what made me say yes. 	C
497	I study English at college. 	A
498	My friend is a nurse. 	A
499	I'm living in Manchester. 	A
500	It's very cheap and you can buy all you need. 	A
501	He is very nice but sometimes he is a little crazy. 	A
502	My college is not very big. 	A
503	This place isn't big. 	A
504	I'm not bad. 	A
505	I don't like maths. 	A
506	I don't have children. 	A
507	I don't know. 	A
508	I can go to see her tomorrow. 	A
509	I will visit you soon. 	A
510	I haven't eaten Italian food for a long time. 	A
511	 now I haven't got any money. 	A
512	I bought them because I hadn't got any clothes for summer. 	A
513	I know you couldn't come to my party so I want to tell you about my presents and party. 	A
514	I can't wait to see you and tell you the rest. 	A
515	You won't have to bring anything. 	A
516	When I worked in the sushi bar, I could not eat lunch and dinner at the normal time. Sometimes I ate lunch at 3pm and dinner was at 11pm. 	A
517	Once you have started, you will not want to stop. 	A
518	Yes, I do have a favorite restaurant. 	B
519	I do miss you. 	B
520	I do apologise for the change but I can't be there on the 28th of June. 	B
521	After all, you did say that you wanted go somewhere with your friends. 	B
522	Goodbye. Write soon. 	A
523	Bring your swim-suit for the swimming pool. 	A
524	Call me if you need anything. 	A
525	Take a taxi to the Petrol station then call me. 	A
526	The easiest way to get to my house is by Underground. Take line 14 and then change to line 8. Walk a little bit more and then you arrive. 	A
527	Wear an apron over your clothes. 	A
528	Bring some money with you. 	A
529	Take a yellow bus near Green Park at 5.45 pm. Remember to bring your camera! 	A
530	Email or phone me. 	A
531	Write to me soon. Take care. 	A
532	Come soon. 	A
533	Don't tell Lucy, please. 	A
534	Don't bring your children please. 	A
535	Don't worry, I'll be there. 	A
536	The concert will be in Canecão. Let's go!!! 	A
537	Let's go to the town centre, it is an interesting place. 	A
538	Let's meet at half past four. 	A
539	Our house is next to the school and my home is opposite the post office. Don't forget. 	A
540	We'll meet at my house at 3 o'clock. Don't be late! 	A
541	Do write back and let me know all your news. 	B
542	Do let me know your views on this. 	B
543	Do follow the instructions. 	B
544	Come and visit us after the New Year, we've got so much to talk about. 	B
545	Come and stay with us this weekend! 	B
546	Let me tell you my story. 	B
547	Let me explain something. 	B
548	Let me answer your question. 	B
549	Let's not lose track of each other again! 	B
550	Let's not forget that zoos actually help us keep dying species alive . 	B
551	Let's not make the situation more complicated with companies and things like that. 	B
552	Do not forget to have a break at lunchtime and try to eat your meal whenever possible in a silent room. 	B
553	Do not hesitate to contact me should you need further information. 	B
554	Try to play chess with him whenever you can and remember: Let him win! 	C
555	While in London, they want to do their shopping there, so let them have more free time to do that. 	C
556	If she wants to study away from home, please, let her go . 	C
557	Don't let them spend all their free time in front of the TV. 	C
558	Don't let him go out alone, because he may not feel well. 	C
559	See enclosed brochure. 	C
560	As you requested in your memo, I have spent the past few days gathering information from the six students involved in our programme 	C
561	Look at the graph of the Agricultural sector 1991-2001. 	C
562	See one of them and you'll want to see them all. 	C
563	Let them find their own food. 	C
564	"But she put aside her friends because she didn't want to be pitied. After few attempts her friends gave up.""Let her live alone"". "	C
565	So let them be and let them scrutinize the peculiar events that do occur in life. 	C
566	Don't you ever do that again! 	C
567	Don't you dare! 	C
568	Don't you dare forget me, I want letters from you promptly, understand! 	C
569	How are you? 	A
570	Are you ok? 	A
571	Are you going to the new art class? 	A
572	Have you got a new dress for the party? 	A
573	Do you remember Julie? 	A
574	Did you buy a new mobile phone? 	A
575	Would you like to come with me? 	A
576	Will you go with me? 	A
577	Can I come tomorrow to collect it? 	A
578	Shall we meet at 7.30 pm? 	A
579	When are you coming here? 	A
580	What have you bought? 	A
581	And what must I bring? 	A
582	When can we meet? 	A
583	Where did you go? 	A
584	How  do you feel? 	A
585	Why don't we watch a film? 	A
586	Why didn't you come with me? 	A
587	Why don't you ask Jennifer to go with you? 	A
588	Why couldn't you come? It was fun. 	A
589	Isn't it great? 	A
590	Don't you like pizza? 	A
591	 I bought one. Didn't I tell you? 	A
592	What happened? 	B
593	Who cares? 	B
594	Who knows? 	B
595	Have you ever been to Marseille? 	B
596	What kind of books do you usually read? 	B
597	Do you still remember my best friend? 	B
598	Money - hasn't it always been one of the most important problems for students? 	B
